0.235	1.6716
0.236	1.6069
0.237	1.5879
0.238	1.5281
0.239	1.7118
0.24	1.4379
0.241	1.6149
0.242	1.7116
0.243	1.5802
0.244	1.4387
0.245	1.5931
0.246	1.5249
0.247	1.8146
0.248	1.5702
0.249	1.6234
0.25	1.7062
0.251	1.669
0.252	1.6058
0.253	1.7789
0.254	1.6508
0.255	1.7216
0.256	1.6656
0.257	1.5397
0.258	1.567
0.259	1.6944
0.26	1.5354
0.261	1.7528
0.262	1.725
0.263	1.7528
0.264	1.703
0.265	1.807
0.266	1.6361
0.267	1.7533
0.268	1.8336
0.269	1.7155
0.27	1.7852
0.271	1.6509
0.272	1.7186
0.273	1.5716
0.274	1.6226
0.275	1.7111
0.276	1.5691
0.277	1.5704
0.278	1.7328
0.279	1.7171
0.28	1.6138
0.281	1.828
0.282	1.7173
0.283	1.8469
0.284	2.0991
0.285	1.8309
0.286	1.8998
0.287	1.7012
0.288	1.8823
0.289	1.7206
0.29	1.8284
0.291	1.8791
0.292	1.7694
0.293	1.784
0.294	1.9023
0.295	1.9788
0.296	1.9063
0.297	1.7692
0.298	1.7815
0.299	1.7327
0.3	1.745
0.301	1.9722
0.302	1.9386
0.303	1.8114
0.304	1.9787
0.305	1.9031
0.306	2.0663
0.307	1.7186
0.308	1.9685
0.309	1.7373
0.31	1.8021
0.311	1.9804
0.312	1.8889
0.313	1.9459
0.314	1.789
0.315	2.0636
0.316	1.8778
0.317	2.1443
0.318	1.8198
0.319	1.735
0.32	1.8355
0.321	1.9379
0.322	2.0314
0.323	1.8487
0.324	2.1367
0.325	1.9139
0.326	1.993
0.327	1.8591
0.328	2.0715
0.329	1.815
0.33	2.0034
0.331	2.0117
0.332	1.994
0.333	2.116
0.334	1.8827
0.335	2.2955
0.336	1.9187
0.337	2.0827
0.338	1.9968
0.339	1.9213
0.34	1.9408
0.341	2.0555
0.342	1.9485
0.343	2.1954
0.344	2.0286
0.345	1.9285
0.346	1.992
0.347	2.044
0.348	1.9982
0.349	2.0884
0.35	2
0.351	2.0814
0.352	2.1796
0.353	2.0228
0.354	2.0616
0.355	2.2325
0.356	1.9736
0.357	2.0735
0.358	2.2055
0.359	1.953
0.36	1.9397
0.361	1.9101
0.362	1.9661
0.363	2.0628
0.364	1.8587
0.365	1.8914
0.366	1.925
0.367	2.0599
0.368	2.2075
0.369	2.0884
0.37	2.0418
0.371	2.0934
0.372	2.3299
0.373	2.1298
0.374	2.1316
0.375	2.1455
0.376	1.9683
0.377	1.8885
0.378	1.9265
0.379	2.256
0.38	2.1018
0.381	2.0793
0.382	2.1246
0.383	2.1692
0.384	2.2452
0.385	2.0367
0.386	2.1766
0.387	2.2492
0.388	2.0662
0.389	1.9762
0.39	2.2058
0.391	2.2008
0.392	2.451
0.393	2.1893
0.394	2.1975
0.395	2.1517
0.396	2.3285
0.397	2.2233
0.398	2.386
0.399	2.2668
0.4	2.3323
0.401	2.2172
0.402	2.2533
0.403	2.1936
0.404	2.1814
0.405	2.0554
0.406	2.1099
0.407	2.2837
0.408	2.2252
0.409	2.1676
0.41	2.407
0.411	2.3617
0.412	2.2367
0.413	2.3813
0.414	2.1744
0.415	2.4981
0.416	2.2987
0.417	2.3772
0.418	2.3611
0.419	2.2426
0.42	2.4248
0.421	2.3839
0.422	2.25
0.423	2.3542
0.424	2.2146
0.425	2.3088
0.426	2.1905
0.427	2.287
0.428	2.3322
0.429	2.4666
0.43	2.3461
0.431	2.2869
0.432	2.3721
0.433	2.2611
0.434	2.3174
0.435	2.5441
0.436	2.4047
0.437	2.3161
0.438	2.391
0.439	2.3393
0.44	2.3403
0.441	2.3937
0.442	2.3755
0.443	2.4395
0.444	2.5884
0.445	2.4054
0.446	2.4049
0.447	2.5321
0.448	2.5319
0.449	2.5144
0.45	2.4636
0.451	2.3519
0.452	2.5377
0.453	2.4472
0.454	2.4958
0.455	2.437
0.456	2.5345
0.457	2.4672
0.458	2.4422
0.459	2.3626
0.46	2.4036
0.461	2.691
0.462	2.7301
0.463	2.4221
0.464	2.5182
0.465	2.5408
0.466	2.4957
0.467	2.7282
0.468	2.6058
0.469	2.4929
0.47	2.4353
0.471	2.5746
0.472	2.5769
0.473	2.4382
0.474	2.648
0.475	2.5914
0.476	2.7232
0.477	2.5728
0.478	2.6528
0.479	2.5413
0.48	2.6131
0.481	2.7382
0.482	2.7633
0.483	2.6361
0.484	2.8872
0.485	2.6294
0.486	2.7719
0.487	2.6733
0.488	2.6206
0.489	2.8436
0.49	2.6932
0.491	2.6429
0.492	2.6569
0.493	2.7132
0.494	2.6852
0.495	2.6977
0.496	2.6798
0.497	2.6058
0.498	2.7046
0.499	2.5587
0.5	2.7024
0.501	2.7328
0.502	2.7628
0.503	2.8265
0.504	2.623
0.505	2.6243
0.506	2.9527
0.507	3.027
0.508	2.8537
0.509	2.7108
0.51	2.8322
0.511	2.798
0.512	2.5775
0.513	2.7968
0.514	2.7832
0.515	2.8465
0.516	2.8159
0.517	2.462
0.518	2.7048
0.519	2.6768
0.52	2.75
0.521	2.6492
0.522	2.814
0.523	2.7539
0.524	2.9107
0.525	2.7878
0.526	2.922
0.527	2.7302
0.528	2.6837
0.529	2.7812
0.53	2.9476
0.531	3.007
0.532	2.8368
0.533	3.0596
0.534	2.8974
0.535	2.9276
0.536	2.8922
0.537	2.8715
0.538	2.9591
0.539	2.9961
0.54	2.924
0.541	2.6815
0.542	3.1721
0.543	2.8667
0.544	3.1606
0.545	3.0759
0.546	2.7126
0.547	2.9857
0.548	3.0173
0.549	3.0774
0.55	3.0634
0.551	3.0679
0.552	3.0453
0.553	3.0631
0.554	3.1958
0.555	3.0858
0.556	3.0227
0.557	3.0475
0.558	3.1158
0.559	3.055
0.56	2.9856
0.561	2.9669
0.562	3.107
0.563	3.181
0.564	3.2201
0.565	3.1858
0.566	3.0287
0.567	3.19
0.568	3.0139
0.569	3.108
0.57	2.9914
0.571	3.2661
0.572	3.1844
0.573	3.2383
0.574	3.1392
0.575	3.1886
0.576	3.0566
0.577	3.0403
0.578	3.074
0.579	3.3639
0.58	3.2266
0.581	3.1645
0.582	3.1524
0.583	3.1031
0.584	3.3456
0.585	3.32
0.586	3.2737
0.587	3.2795
0.588	3.3711
0.589	3.3612
0.59	3.4006
0.591	3.1608
0.592	3.2036
0.593	3.3944
0.594	3.3898
0.595	3.3964
0.596	3.3072
0.597	3.3258
0.598	3.2741
0.599	3.3097
0.6	3.4575
0.601	3.3575
0.602	3.3578
0.603	3.3808
0.604	3.1805
0.605	3.5577
0.606	3.3067
0.607	3.5804
0.608	3.3711
0.609	3.4444
0.61	3.3383
0.611	3.5554
0.612	3.412
0.613	3.4095
0.614	3.471
0.615	3.5326
0.616	3.3252
0.617	3.2998
0.618	3.5135
0.619	3.478
0.62	3.2809
0.621	3.5583
0.622	3.4094
0.623	3.525
0.624	3.6002
0.625	3.5841
0.626	3.4313
0.627	3.5008
0.628	3.6038
0.629	3.6419
0.63	3.5847
0.631	3.6862
0.632	3.6329
0.633	3.5995
0.634	3.482
0.635	3.5904
0.636	3.6436
0.637	3.6808
0.638	3.5813
0.639	3.5794
0.64	3.7085
0.641	3.7344
0.642	3.6168
0.643	3.5489
0.644	3.6281
0.645	3.6536
0.646	3.7033
0.647	3.3188
0.648	3.8032
0.649	3.4848
0.65	3.582
0.651	3.5192
0.652	3.6045
0.653	3.5583
0.654	3.739
0.655	3.8501
0.656	3.6244
0.657	3.6532
0.658	3.6053
0.659	3.8054
0.66	3.624
0.661	3.7412
0.662	3.6713
0.663	3.7272
0.664	3.8043
0.665	3.8492
0.666	3.6539
0.667	3.6877
0.668	3.726
0.669	3.7353
0.67	3.8755
0.671	3.7663
0.672	3.7471
0.673	3.6026
0.674	3.8106
0.675	3.9014
0.676	3.9536
0.677	3.944
0.678	3.8152
0.679	3.8081
0.68	4.0289
0.681	3.6417
0.682	4.0321
0.683	3.933
0.684	3.8299
0.685	3.9887
0.686	3.8623
0.687	4.0692
0.688	4.1353
0.689	4.1367
0.69	3.9598
0.691	3.8956
0.692	3.9048
0.693	3.8936
0.694	3.9422
0.695	3.7939
0.696	4.0638
0.697	4.0908
0.698	4.0187
0.699	3.9619
0.7	4.0574
0.701	4.0029
0.702	4.0396
0.703	4.1374
0.704	4.1492
0.705	3.9664
0.706	4.1994
0.707	4.0505
0.708	3.9995
0.709	3.8661
0.71	3.9997
0.711	4.148
0.712	4.0829
0.713	3.9775
0.714	4.2714
0.715	4.3417
0.716	4.171
0.717	4.2322
0.718	4.3396
0.719	4.1618
0.72	4.1504
0.721	4.2912
0.722	4.2276
0.723	4.2057
0.724	4.2163
0.725	4.2759
0.726	4.381
0.727	4.3274
0.728	4.4154
0.729	4.415
0.73	4.3273
0.731	4.2679
0.732	4.2533
0.733	4.3781
0.734	4.4348
0.735	4.391
0.736	4.4143
0.737	4.2902
0.738	4.2895
0.739	4.1573
0.74	4.5585
0.741	4.3023
0.742	4.4449
0.743	4.5421
0.744	4.4352
0.745	4.28
0.746	4.2658
0.747	4.5835
0.748	4.3697
0.749	4.5019
0.75	4.5751
0.751	4.6223
0.752	4.5329
0.753	4.5599
0.754	4.5228
0.755	4.5436
0.756	4.4913
0.757	4.4917
0.758	4.5384
0.759	4.5199
0.76	4.5818
0.761	4.6373
0.762	4.5926
0.763	4.6885
0.764	4.5837
0.765	4.7451
0.766	4.5246
0.767	4.6484
0.768	4.511
0.769	4.5751
0.77	4.5681
0.771	4.7204
0.772	4.6507
0.773	4.6142
0.774	4.7114
0.775	4.7066
0.776	4.6815
0.777	4.6085
0.778	4.8091
0.779	4.7646
0.78	4.8224
0.781	4.9018
0.782	4.6539
0.783	4.8142
0.784	4.6749
0.785	4.7779
0.786	4.8268
0.787	4.6858
0.788	4.7046
0.789	4.8686
0.79	4.8637
0.791	4.9555
0.792	4.688
0.793	4.9405
0.794	4.9419
0.795	5.0492
0.796	4.9095
0.797	4.9413
0.798	4.9345
0.799	4.8499
0.8	4.9994
0.801	4.8156
0.802	4.8863
0.803	4.99
0.804	5.0558
0.805	5.0738
0.806	5.0341
0.807	5.216
0.808	5.1801
0.809	4.9642
0.81	5.187
0.811	5.1181
0.812	5.2658
0.813	5.1448
0.814	5.0984
0.815	5.1477
0.816	5.3236
0.817	5.1279
0.818	4.9026
0.819	4.9618
0.82	5.0548
0.821	5.0289
0.822	5.1001
0.823	5.1482
0.824	5.127
0.825	5.0421
0.826	5.181
0.827	5.3124
0.828	5.2053
0.829	5.1379
0.83	5.2729
0.831	5.2405
0.832	5.297
0.833	5.3279
0.834	5.075
0.835	5.3773
0.836	5.3548
0.837	5.2755
0.838	5.4046
0.839	5.3925
0.84	5.4234
0.841	5.2376
0.842	5.3239
0.843	5.334
0.844	5.3116
0.845	5.4083
0.846	5.4974
0.847	5.5573
0.848	5.5394
0.849	5.4708
0.85	5.3598
0.851	5.4645
0.852	5.5355
0.853	5.5098
0.854	5.5272
0.855	5.4442
0.856	5.3685
0.857	5.532
0.858	5.6365
0.859	5.5746
0.86	5.6351
0.861	5.5898
0.862	5.6668
0.863	5.7461
0.864	5.5154
0.865	5.5206
0.866	5.5412
0.867	5.7681
0.868	5.7509
0.869	5.6111
0.87	5.7332
0.871	5.579
0.872	5.7044
0.873	5.9447
0.874	5.7234
0.875	5.82
0.876	5.8027
0.877	5.7543
0.878	5.6807
0.879	5.6107
0.88	5.7745
0.881	5.7444
0.882	5.7168
0.883	5.9163
0.884	5.7817
0.885	5.8923
0.886	5.9242
0.887	5.8645
0.888	5.9447
0.889	6.0822
0.89	5.7838
0.891	5.8803
0.892	5.8995
0.893	5.8159
0.894	5.9749
0.895	6.0682
0.896	6.2217
0.897	6.1522
0.898	6.1395
0.899	5.9308
0.9	6.1266
0.901	6.1809
0.902	6.0571
0.903	6.1566
0.904	5.945
0.905	6.1977
0.906	5.9428
0.907	5.9767
0.908	6.0829
0.909	6.1495
0.91	6.3811
0.911	6.2673
0.912	6.1813
0.913	6.301
0.914	6.2326
0.915	6.1718
0.916	6.2079
0.917	6.2423
0.918	6.3276
0.919	6.3126
0.92	6.3474
0.921	6.3756
0.922	6.1088
0.923	6.4351
0.924	6.339
0.925	6.3969
0.926	6.4888
0.927	6.4368
0.928	6.3943
0.929	6.6012
0.93	6.5115
0.931	6.3911
0.932	6.4965
0.933	6.4464
0.934	6.7568
0.935	6.4104
0.936	6.6676
0.937	6.4479
0.938	6.4587
0.939	6.489
0.94	6.4534
0.941	6.6025
0.942	6.5365
0.943	6.6252
0.944	6.6882
0.945	6.4322
0.946	6.4688
0.947	6.7753
0.948	6.6053
0.949	6.5779
0.95	6.6465
0.951	6.7162
0.952	6.5916
0.953	6.7318
0.954	6.7837
0.955	6.7501
0.956	6.7613
0.957	6.6347
0.958	6.7226
0.959	6.6923
0.96	6.8316
0.961	6.8016
0.962	6.8004
0.963	6.7997
0.964	6.845
0.965	6.7973
0.966	6.8662
0.967	6.7706
0.968	6.9492
0.969	6.8479
0.97	6.8272
0.971	7.0644
0.972	6.8879
0.973	7.0452
0.974	7.0102
0.975	7.2421
0.976	6.8399
0.977	7.1118
0.978	7.1302
0.979	7.1589
0.98	7.1036
0.981	7.1039
0.982	7.2409
0.983	7.0439
0.984	7.0825
0.985	7.1748
0.986	7.2222
0.987	7.0141
0.988	7.2322
0.989	7.2421
0.99	7.2366
0.991	7.2397
0.992	7.2209
0.993	7.4449
0.994	7.4669
0.995	7.2306
0.996	7.3683
0.997	7.3649
0.998	7.4426
0.999	7.3649
1	7.3431
